Protein	Gene	Description	Group	Peptides	Collapsed	ChrI-TEF1-SRPrec-32	ChrI-ADH1-SRP-3	ChrI-CYC1-SRP-6	ChrI-TEF1-SRP-15	ChrI-SRPrec-2cAlpha	HO-SRPrec-1aAlpha	ChrI-ADH1-SRP-1aAlpha	ChrI-TEF1-SRP-1aAlpha	WT MATa	Bridge
sp|Q05567|SGPL_YEAST	DPL1	Sphingosine-1-phosphate lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DPL1 PE=1 SV=1	77	4	C	540.7956961	511.642581	516.0317284	588.0175839	607.8031978	603.0982539	485.9549349	590.9611763	578.3560474	551.3485322
sp|P33297|PRS6A_YEAST	RPT5	26S protease regulatory subunit 6A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPT5 PE=1 SV=3	78	12	C	1540.570761	1466.226801	1485.52223	1521.283604	1418.243726	1350.851945	1512.192337	1413.335174	1824.684177	1447.80188
sp|P07172|HIS8_YEAST	HIS5	Histidinol-phosphate aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HIS5 PE=3 SV=2	79	14	C	1262.906837	1222.1469	1313.057298	1335.66703	1320.603477	1405.303678	1441.883706	1291.795029	547.5551738	1227.241608
sp|P53738|TR112_YEAST	TRM112	Multifunctional methyltransferase subunit TRM112 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRM112 PE=1 SV=1	80	2	C	243.5583761	229.584595	224.3405176	236.3861717	196.1341882	233.9395978	224.1671248	249.1110464	267.5599799	208.611163
sp|P33734|HIS5_YEAST	HIS7	Imidazole glycerol phosphate synthase hisHF OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HIS7 PE=1 SV=2	81	18	C	2430.169298	2447.505777	2318.473907	2413.268296	2394.744227	2498.920609	2575.15374	2278.051803	1260.430372	2158.832142
sp|Q03771|ACL4_YEAST	ACL4	Assembly chaperone of RPL4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ACL4 PE=1 SV=1	82	4	C	168.563604	237.2105137	239.2011441	227.0817833	214.6693693	215.9194515	245.8936444	180.509401	373.1093786	233.4584442
sp|P30822|XPO1_YEAST	CRM1	Exportin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CRM1 PE=1 SV=1	83	17	C	1592.988558	1525.537258	1566.54562	1549.153098	1698.128784	1540.187047	1533.007521	1491.975264	2122.705658	1726.699741
sp|P19524|MYO2_YEAST	MYO2	Myosin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MYO2 PE=1 SV=1	84	12	C	1122.910654	1163.260667	1080.62545	1150.728518	1111.718818	1093.184448	1083.034234	1096.416572	1210.083866	1137.473967
sp|P39990|SNU13_YEAST	SNU13	13 kDa ribonucleoprotein-associated protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNU13 PE=1 SV=1	85	3	C	222.4787344	240.948729	243.6236041	220.0207454	210.9527279	238.033775	244.3513087	237.4291608	282.7855092	255.552396
sp|P33299|PRS7_YEAST	RPT1	26S protease regulatory subunit 7 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPT1 PE=1 SV=1	86	8	C	683.4634599	728.604513	735.4784171	750.6444113	748.3289022	701.9629545	713.7781476	779.2096464	885.8598263	742.8139618
sp|P18759|SEC18_YEAST	SEC18	Vesicular-fusion protein SEC18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC18 PE=1 SV=2	86	8	C	578.3861084	531.0639273	556.2511949	581.4300401	598.6507722	580.8603638	577.7878924	566.5077844	521.8911356	510.6421113
sp|P32914|SPT4_YEAST	SPT4	Transcription elongation factor SPT4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPT4 PE=1 SV=1	87	1	C	36.7498336	29.88541982	31.46321591	37.63289552	37.38116054	35.99282224	34.8279734	34.39032297	33.06989737	29.86025601
sp|P40010|NUG1_YEAST	NUG1	Nuclear GTP-binding protein NUG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUG1 PE=1 SV=1	88	16	C	1029.360761	1119.494964	1103.553388	1170.576195	1032.848	1142.88916	1187.88181	1083.54175	1777.999913	1202.410445
sp|P32377|MVD1_YEAST	MVD1	Diphosphomevalonate decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MVD1 PE=1 SV=2	89	16	C	1585.635584	1539.001297	1526.924622	1641.794742	1647.260194	1713.10837	1676.896997	1484.10645	1602.607604	1659.70585
sp|P06634|DED1_YEAST	DED1	ATP-dependent RNA helicase DED1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DED1 PE=1 SV=2	90	33	C	2405.781931	2752.138502	2677.42474	2738.95637	2386.481757	2640.58985	2657.554909	2723.943276	3287.731266	2690.687405
sp|P24783|DBP2_YEAST	DBP2	ATP-dependent RNA helicase DBP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DBP2 PE=1 SV=1	90	19	C	1621.576033	1819.018971	1713.780813	1716.921703	1540.387149	1675.080713	1622.64663	1838.719677	1875.933191	1757.086865
sp|P39935|IF4F1_YEAST	TIF4631	Eukaryotic initiation factor 4F subunit p150 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIF4631 PE=1 SV=2	91	15	C	1412.205647	1751.98159	1920.912867	1873.599974	1683.35827	1700.102973	1961.950732	1577.811415	2988.449258	1865.039376
sp|P39936|IF4F2_YEAST	TIF4632	Eukaryotic initiation factor 4F subunit p130 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIF4632 PE=1 SV=1	91	1	C	56.68631057	47.73926106	54.11413734	71.62436875	55.8980133	49.83713424	49.71957203	66.63023712	65.38877404	52.81405439
sp|P0C0V8|RS21A_YEAST	RPS21A	40S ribosomal protein S21-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS21A PE=1 SV=1	93	3	C	382.8894491	405.7614978	369.6231825	433.2275432	334.9672133	377.9607253	384.2340326	401.2410577	539.9659042	402.829922
sp|P40069|IMB4_YEAST	KAP123	Importin subunit beta-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KAP123 PE=1 SV=1	94	37	C	4192.098021	4112.723603	4290.016385	4326.781982	4088.991708	4125.697033	3924.917315	4025.793569	5717.580445	4520.437896
sp|P32454|APE2_YEAST	APE2	"Aminopeptidase 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APE2 PE=1 SV=4"	95	27	C	3408.215208	3117.859382	3181.108808	3013.15771	3369.666723	3144.772947	3179.301997	2876.273913	2529.326416	3147.755263
sp|P37898|AAP1_YEAST	AAP1	Alanine/arginine aminopeptidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AAP1 PE=1 SV=2	95	7	C	400.6992452	354.1203925	357.5137084	385.4448655	410.907451	404.1249479	352.9536268	321.4440716	1258.170374	518.6783442
sp|P07213|TOM70_YEAST	TOM70	Mitochondrial import receptor subunit TOM70 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOM70 PE=1 SV=2	96	17	C	1398.413249	1406.542624	1405.269442	1429.768232	1382.674918	1381.455301	1417.864683	1393.777266	1640.654645	1482.209017
sp|P39101|CAJ1_YEAST	CAJ1	Protein CAJ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAJ1 PE=1 SV=1	97	6	C	452.368376	450.9948112	464.8576913	493.5221871	470.6824545	460.8492791	546.6266538	490.018103	554.506721	488.658141
sp|P38934|BFR1_YEAST	BFR1	Nuclear segregation protein BFR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BFR1 PE=1 SV=1	98	11	C	1343.700432	1328.566343	1248.276616	1224.763685	1203.252875	1154.494134	1451.231491	1248.943027	1839.094466	1356.403478
sp|P14906|SEC63_YEAST	SEC63	Protein translocation protein SEC63 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC63 PE=1 SV=2	99	14	C	1438.253003	1466.428812	1497.251406	1490.28813	1480.815032	1578.029354	1440.291554	1545.603337	1656.474636	1479.194007
sp|P32892|DRS1_YEAST	DRS1	ATP-dependent RNA helicase DRS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DRS1 PE=1 SV=2	100	3	C	266.7480988	288.5284013	266.1302126	290.6184824	276.884889	283.6309233	302.3261377	306.6086535	466.9992724	316.9163726
sp|P22146|GAS1_YEAST	GAS1	"1,3-beta-glucanosyltransferase GAS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAS1 PE=1 SV=2"	101	9	C	876.2250354	847.8082277	757.8769411	794.7678533	708.5073235	709.4480084	685.8881456	806.7420874	815.5686451	794.0966189
sp|P53334|SCW4_YEAST	SCW4	Probable family 17 glucosidase SCW4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCW4 PE=1 SV=1	102	11	C	1125.662449	1175.492439	1158.806617	1208.202884	1099.918089	1144.413149	1268.554078	1186.625621	948.7892294	1098.364173
sp|P38088|SYG_YEAST	GRS1	"Glycine--tRNA ligase 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRS1 PE=1 SV=3"	103	29	C	3475.472645	3714.822357	3570.423396	3616.368477	3432.884913	3681.443794	3634.84293	3272.705983	3945.890627	3599.940322
sp|P12695|ODP2_YEAST	LAT1	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LAT1 PE=1 SV=1"	104	10	C	1186.268786	1142.928251	1145.446164	1143.184792	1146.052665	1053.756368	1149.59203	1201.610006	986.9705279	1073.400274
sp|P23172|RDRP_SCVLB_contaminant	gag-pol	Probable RNA-directed RNA polymerase OS=Saccharomyces cerevisiae virus L-BC GN=gag-pol PE=2 SV=2	105	16	C	1005.495902	1158.796222	1217.102226	1155.543907	1071.386593	1150.539999	1239.514406	1185.336577	1438.992647	1165.026223
sp|Q3E846|COA6_YEAST	COA6	Cytochrome c oxidase assembly factor 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COA6 PE=1 SV=1	106	1	C	134.8089935	127.3780935	126.3358415	132.4220426	134.8086238	136.1252143	159.6683815	136.3815704	110.0179308	133.8474601
sp|Q08972|NEW1_YEAST	NEW1	[NU+] prion formation protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NEW1 PE=1 SV=1	107	24	C	2454.044184	2583.156225	2584.472016	2626.041824	2528.00229	2412.660744	2335.256549	2531.667896	3245.440201	2700.879655
sp|P40991|NOP2_YEAST	NOP2	25S rRNA (cytosine(2870)-C(5))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP2 PE=1 SV=1	108	7	C	583.4050707	591.6561441	590.2698101	618.2901749	609.5086187	601.1809104	620.8922212	621.6171162	907.1470749	653.4568544
sp|P21147|ACO1_YEAST	OLE1	Acyl-CoA desaturase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OLE1 PE=1 SV=2	109	8	C	902.1654391	1021.41858	954.5247927	1013.692207	970.6079773	1000.358041	937.7069381	1019.483594	1595.529258	1120.180327
sp|P32521|PAN1_YEAST	PAN1	Actin cytoskeleton-regulatory complex protein PAN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAN1 PE=1 SV=2	110	4	C	618.6135648	581.1808589	524.3242162	605.1943861	571.9864179	566.9797026	614.9377698	608.3014003	609.8200031	557.686689
sp|P38817|GGA2_YEAST	GGA2	ADP-ribosylation factor-binding protein GGA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GGA2 PE=1 SV=1	111	6	C	703.5716177	763.356481	708.888614	714.9990417	701.6954411	692.5461409	689.8284765	701.7853181	829.6059969	730.3130497
sp|P32324|EF2_YEAST	EFT1	Elongation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EFT1 PE=1 SV=1	112	45	C	5904.260475	6319.957388	5967.809042	5865.741166	5650.696619	5863.910041	5842.199893	5956.524313	6937.360675	6105.697662
sp|P48164|RS7B_YEAST	RPS7B	40S ribosomal protein S7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS7B PE=1 SV=1	113	11	C	1915.249388	2125.106176	1991.388005	1957.63368	1734.021034	2023.775691	1967.64536	1925.300662	2426.298818	2013.893619
sp|P26786|RS7A_YEAST	RPS7A	40S ribosomal protein S7-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS7A PE=1 SV=4	113	4	C	970.3999307	1040.973253	917.5718818	956.8464849	829.4255879	937.4584632	964.0331152	889.2276852	1149.026607	976.3890243
sp|P26637|SYLC_YEAST	CDC60	"Leucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC60 PE=1 SV=1"	114	40	C	5500.080822	5699.510624	5742.112463	5629.419352	5631.554739	5661.662217	5256.473709	4902.487614	6179.649489	5623.343546
sp|P38625|GUAA_YEAST	GUA1	GMP synthase [glutamine-hydrolyzing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GUA1 PE=1 SV=4	115	29	C	2485.093791	2562.510691	2784.608598	2775.594698	2578.557239	2758.760821	2725.656017	2614.152292	3555.470255	2735.391084
sp|P33328|SNC2_YEAST	SNC2	Synaptobrevin homolog 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNC2 PE=1 SV=2	116	2	C	127.1819534	163.8926083	169.5696664	171.6576926	164.5152921	163.5117177	193.1455657	169.5627389	207.9295781	162.8674007
sp|P38009|PUR92_YEAST	ADE17	Bifunctional purine biosynthesis protein ADE17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE17 PE=1 SV=2	117	29	C	3567.596506	4149.186605	4151.948365	4222.130597	3919.704178	4313.889143	4398.450538	3864.188544	1488.906546	3690.08721
sp|P54113|PUR91_YEAST	ADE16	Bifunctional purine biosynthesis protein ADE16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE16 PE=1 SV=1	117	10	C	1639.200891	1550.324018	1558.899638	1549.394442	1551.237155	1553.408685	1393.513555	1480.83879	1388.131488	1505.636968
sp|P26321|RL5_YEAST	RPL5	60S ribosomal protein L5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL5 PE=1 SV=4	118	9	C	1045.28775	1198.976228	1141.122782	1120.481211	1058.958583	1163.699854	1087.166014	1183.350753	1370.163379	1139.114208
sp|Q01939|PRS8_YEAST	RPT6	26S protease regulatory subunit 8 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPT6 PE=1 SV=4	119	8	C	616.2784383	625.5768364	609.8321151	594.2419624	636.1690525	605.6756497	587.2665664	655.5851661	820.7450118	680.0970234
sp|P33298|PRS6B_YEAST	RPT3	26S protease regulatory subunit 6B homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPT3 PE=1 SV=2	119	9	C	640.5800199	620.7649322	636.916305	620.9495567	642.9946567	639.5246924	595.6912948	677.5325509	848.3647321	691.8242726
sp|P53549|PRS10_YEAST	RPT4	26S protease subunit RPT4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPT4 PE=1 SV=4	119	8	C	637.2188191	585.9422603	634.9857946	636.88631	642.2164359	631.5927389	570.2842677	606.4116835	708.0672937	628.5081247
sp|Q03655|GAS3_YEAST	GAS3	"Probable 1,3-beta-glucanosyltransferase GAS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAS3 PE=1 SV=1"	120	9	C	539.7573669	673.4241734	617.4430697	708.9815296	573.6144088	634.3904953	707.3020956	672.8064569	692.4195996	676.8667915
sp|P20434|RPAB1_YEAST	RPB5	"DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPB5 PE=1 SV=1"	121	3	C	383.3295135	394.5680632	377.4783282	373.7936932	363.9691704	381.5997651	369.8284797	421.6579281	395.5646661	390.0663818
sp|P22203|VATE_YEAST	VMA4	V-type proton ATPase subunit E OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA4 PE=1 SV=4	122	11	C	1616.206133	1613.18987	1624.831221	1646.920431	1441.247306	1532.464127	1738.649034	1601.177589	1290.832203	1411.384737
sp|P0CS90|HSP77_YEAST	SSC1	"Heat shock protein SSC1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSC1 PE=1 SV=1"	123	32	C	3967.965982	3664.713506	3501.619566	3519.669954	3595.674201	3539.393555	3457.21547	3443.140899	3679.725432	3506.361253
sp|P25655|NOT1_YEAST	CDC39	General negative regulator of transcription subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC39 PE=1 SV=3	124	5	C	338.1978457	369.5964622	377.8346069	361.9471472	349.1516108	348.0277178	346.7471661	389.8871394	409.589338	365.9112254
sp|P39516|RS14B_YEAST	RPS14B	40S ribosomal protein S14-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS14B PE=1 SV=2	125	9	C	633.2738368	742.3089454	745.6483738	689.5096603	609.3586593	704.1387584	674.8212271	661.3552295	1035.698487	752.761597
sp|P10964|RPA1_YEAST	RPA190	DNA-directed RNA polymerase I subunit RPA190 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPA190 PE=1 SV=2	126	36	C	2603.521248	2777.278783	2838.430706	2837.976394	2721.498956	2787.078193	2792.379866	2946.276327	3631.519585	2914.310092
sp|Q06489|MTNA_YEAST	MRI1	Methylthioribose-1-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRI1 PE=1 SV=1	127	10	C	968.8290679	997.3529983	1022.189732	1086.956221	1021.65495	1055.898191	1104.699217	936.2663765	1358.102594	1069.512997
sp|Q12453|CEX1_YEAST	CEX1	Cytoplasmic export protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CEX1 PE=1 SV=1	128	3	C	444.5697664	442.9911318	456.8794493	445.8866143	471.751773	450.5088043	430.9006784	465.0781661	518.4571309	467.990156
sp|P53622|COPA_YEAST	COP1	Coatomer subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COP1 PE=1 SV=2	129	23	C	2598.574701	2579.297813	2519.100872	2473.225058	2590.936243	2332.991103	2244.474607	2566.819271	2546.787331	2560.624825
sp|P38688|SRP72_YEAST	SRP72	Signal recognition particle subunit SRP72 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRP72 PE=1 SV=2	130	10	C	565.2487935	975.0711749	580.7813866	859.1239731	573.3056688	563.057489	1013.438652	852.5109562	678.1793701	714.8824586
sp|P05030|PMA1_YEAST	PMA1	Plasma membrane ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PMA1 PE=1 SV=2	131	39	C	3507.90372	3805.94956	3918.065382	3804.57088	3709.143501	3784.014466	3600.929125	3812.386517	3281.040774	3769.918594
sp|P32468|CDC12_YEAST	CDC12	Cell division control protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC12 PE=1 SV=1	133	10	C	856.3352387	801.1345752	819.8834532	842.9998908	822.4774678	819.0722808	886.8489288	846.7336847	1033.699544	866.3459177
sp|P00942|TPIS_YEAST	TPI1	Triosephosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPI1 PE=1 SV=2	134	14	C	1728.840337	1834.159702	1753.91221	1754.502422	1697.32508	1950.274089	1961.794447	1827.619242	1275.414984	1683.645784
sp|P16120|THRC_YEAST	THR4	Threonine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=THR4 PE=1 SV=1	135	24	C	2580.080856	2484.807125	2513.186245	2544.69738	2460.275516	2560.106729	2669.36418	2332.436723	2371.320434	2469.52034
sp|P49095|GCSP_YEAST	GCV2	"Glycine dehydrogenase (decarboxylating), mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCV2 PE=1 SV=1"	136	21	C	1694.493033	1984.344848	1980.93983	2075.961229	1884.715555	2128.683834	2254.730798	2177.763463	643.1933966	1909.392251
sp|P20459|IF2A_YEAST	SUI2	Eukaryotic translation initiation factor 2 subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUI2 PE=1 SV=1	137	10	C	1115.747074	1122.111008	1106.976066	1141.987266	1106.867189	1103.388999	1227.167905	1112.535027	1604.748262	1209.891082
sp|Q04217|DHR1_YEAST	ECM16	Probable ATP-dependent RNA helicase DHR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ECM16 PE=1 SV=1	138	4	C	265.3287518	258.2681499	250.4119151	263.240871	249.1051503	250.0732921	267.9766888	252.4279619	418.9202238	280.1161905
sp|P08524|FPPS_YEAST	ERG20	Farnesyl pyrophosphate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG20 PE=1 SV=2	139	15	C	1846.554779	1908.701795	1923.66502	1814.861425	1777.871914	1930.297469	1959.831119	1772.945999	1703.129065	1880.920322
sp|Q04371|ARMT1_YEAST	YMR027W	Protein-glutamate O-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR027W PE=1 SV=1	140	14	C	1156.177294	1162.553628	1147.417707	1112.168632	1134.692994	1134.146815	1110.589201	1074.334636	1118.087747	1113.92276
sp|P32460|DCG1_YEAST	DCG1	Protein DCG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DCG1 PE=2 SV=1	141	2	C	92.20151287	96.92239639	90.6517233	105.9662506	104.7471495	127.1522112	106.1496233	87.1671219	40.82952464	101.2967347
sp|P49089|ASNS1_YEAST	ASN1	Asparagine synthetase [glutamine-hydrolyzing] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ASN1 PE=1 SV=2	142	25	C	2323.194656	2123.863808	2053.656722	2260.727352	2480.769971	2555.998135	2479.399987	2238.899946	3299.351985	2485.154776
sp|P49090|ASNS2_YEAST	ASN2	Asparagine synthetase [glutamine-hydrolyzing] 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ASN2 PE=1 SV=2	142	16	C	1534.454423	1517.173998	1507.399346	1600.065204	1601.439258	1567.886586	1435.954651	1427.402932	2247.229349	1668.864653
sp|P15992|HSP26_YEAST	HSP26	Heat shock protein 26 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSP26 PE=1 SV=3	143	10	C	693.8222416	1439.278522	2278.672768	201.7119246	252.7453419	169.5438329	138.993854	122.2609529	4157.144567	1476.880604
sp|P48836|VATG_YEAST	VMA10	V-type proton ATPase subunit G OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA10 PE=1 SV=1	144	1	C	51.87947043	48.17398893	58.41900535	58.99081125	48.9830215	47.48648339	54.22291898	51.6063278	54.75193718	46.90785934
sp|P26785|RL16B_YEAST	RPL16B	60S ribosomal protein L16-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL16B PE=1 SV=3	145	4	C	693.3075334	747.2592272	686.1578301	690.7508583	627.8154303	668.7399832	705.497006	709.8607639	887.3068222	724.538074
sp|P26784|RL16A_YEAST	RPL16A	60S ribosomal protein L16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL16A PE=1 SV=3	145	6	C	1024.250444	1163.068757	1111.859887	1102.470048	999.0532223	1099.496648	1106.389046	1120.967273	1421.792789	1196.190803
sp|P15891|ABP1_YEAST	ABP1	Actin-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ABP1 PE=1 SV=4	146	17	C	1528.304662	1483.549252	1838.958748	1649.287901	1529.693964	1389.51803	2194.854178	1459.490876	2324.106599	1683.332906
sp|P32335|MSS51_YEAST	MSS51	"Protein MSS51, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSS51 PE=1 SV=2"	147	3	C	265.7387359	279.4762843	257.5715165	259.3230523	272.2038026	248.9529539	245.2968318	247.5228674	284.5726237	282.4115798
sp|O13516|RS9A_YEAST	RPS9A	40S ribosomal protein S9-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS9A PE=1 SV=3	148	9	C	1037.188337	1162.230411	1094.806545	1097.500659	993.9075557	1127.227079	1142.803408	1110.051846	1440.663405	1159.356488
sp|P05755|RS9B_YEAST	RPS9B	40S ribosomal protein S9-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS9B PE=1 SV=4	148	1	C	289.7974464	324.368199	324.9692466	355.5457831	305.9779979	323.728323	310.1950781	327.0867924	443.2424344	357.6739918
sp|P29453|RL8B_YEAST	RPL8B	60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL8B PE=1 SV=3	149	15	C	1905.668239	2028.453969	2154.905936	1990.238114	1920.009928	2020.635037	1829.264924	2036.641382	2250.705123	2030.163293
